Preparation_Batch,A,A,AA,AA,AB,AB,B,B,C,D,E,F,G,H,I,J,K,L,L,M,M,N,N,O,O,P,P,Q,Q,R,R,S,S,T,T,U,U,V,V,X,X,Y,Y,Z,Z
Sample,Ref-A-1,Ref-A-2,Ref-AA-1,Ref-AA-2,Ref-AB-1,Ref-AB-2,Ref-B-1,Ref-B-2,Ref-C-1,Ref-D-1,Ref-E-1,Ref-F-1,Ref-G-1,Ref-H-1,Ref-I-1,Ref-J-1,Ref-K-1,Ref-L-1,Ref-L-2,Ref-M-1,Ref-M-2,Ref-N-1,Ref-N-2,Ref-O-1,Ref-O-2,Ref-P-1,Ref-P-2,Ref-Q-1,Ref-Q-2,Ref-R-1,Ref-R-2,Ref-S-1,Ref-S-2,Ref-T-1,Ref-T-2,Ref-U-1,Ref-U-2,Ref-V-1,Ref-V-2,Ref-X-1,Ref-X-2,Ref-Y-1,Ref-Y-2,Ref-Z-1,Ref-Z-2
Protein_ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B9A064,8.520387393315989,8.478833459515181,8.588069591198112,8.57194817061414,8.620970036165739,8.594935226843523,8.50892253170805,8.519796302152763,8.704121410519017,8.493021056663753,8.548422694706641,8.502680328056867,8.556257126150633,8.53007522842247,8.56995557677902,8.713971889753518,8.504176559137795,8.6073255950251,8.493949816038365,8.481249214932364,8.48269722142444,8.589450716437197,8.601336862663791,8.430384754200626,9.023853243544602,8.592022527037562,8.544493898260638,8.901762800078131,8.942459658893284,8.521883671153981,8.50447309738412,8.52162867047622,8.536263237334929,8.795339182232206,8.897004715820392,8.53920072286899,8.549394071861014,8.396156487798036,8.409628031500231,8.517027105104678,8.504577257689272,8.534388516492454,8.555677564587278,8.580521103215268,8.612924322027744
O43895,6.780951871360983,6.840950915937904,6.742474577671053,6.775814516512522,6.753033952212449,6.830214086835548,6.97385010092756,7.013261214753629,6.782927585442794,6.834066470246381,6.9080178199638205,6.774998396670495,7.02311787668738,6.82809400776492,6.965434099618051,7.070264538697099,6.659107520726053,6.804667341075584,6.882751444332423,6.957848629701695,6.827414248883534,6.934973229240946,6.875371914109629,7.1615999512437005,6.9408693319305,6.998282359757806,6.824522535925005,7.089189155417672,7.4584599588241485,6.907434306291522,6.9136904087801545,6.669592886278988,6.973872242349684,7.442279473383915,7.235431221990024,6.847200761354866,6.8725138166346635,6.751488666877337,6.774793949846694,7.040574925670712,6.9827696948966205,6.920701242357365,6.942149594672544,6.864151821648069,7.099913492491465
O76076,6.675189287937268,6.629431877687407,6.738888277875969,6.804139135430169,6.745913349501738,6.827908539432258,6.840766223678741,6.802444273522798,6.805120776372123,6.75419313498816,6.722797409047527,6.588094117882899,6.805759607094984,6.8379239579986475,6.793790759444087,6.8009885268480925,6.746523302189987,6.516588982633909,6.727457531000243,6.724335693048941,6.73520581779978,6.814475251136647,6.82962042950208,6.953602468651254,6.816005064168502,6.820809227499214,6.829014060152315,6.964576457689531,7.038464012957322,6.754904287808506,6.7955774311344,6.633248124036302,6.72544136547421,7.0106685582711075,7.068633096558498,6.75970665445228,6.782133834824936,6.553258180727258,6.634928547001047,6.825983941509694,6.826078314040061,6.778976275537342,6.820906066591615,6.759129030504513,6.87318975047967
O94760,8.33052302887822,8.329609946419382,8.146740257595615,8.178185947027298,8.17435316134661,8.201060308388463,8.267414259938509,8.25628604738463,7.991120191210382,8.219174692995786,8.186282707122599,8.292846007078557,8.181225744117016,8.204837861364778,8.178298667967038,8.267862582401627,8.264328167350032,8.222348521228229,8.21040023854655,8.251449662216217,8.24317229989538,8.174761402880325,8.186855436901165,7.888106353951904,7.969741483664841,8.275427001588962,8.26918666106158,8.087531696336683,8.102872504549977,8.282432482405104,8.315280556030125,8.283028152844457,8.26689313318411,8.07184695971565,7.994385621494784,8.263460514867118,8.267107421295691,8.272177079565838,8.267730617285835,8.275706487524324,8.281235077975138,8.29180233721345,8.239567095961092,8.220036326128966,8.179606684626027
O95445,7.274064177293634,7.235963890722956,7.41004729759659,7.427124435192319,7.485306289433206,7.485777207870052,7.345235344367437,7.258874517941539,7.675840964390223,7.3533951791893655,7.505163915916936,7.179788580898746,7.4449870588045295,7.462922213216678,7.516476529098143,7.52506100738893,7.354781575381754,7.276690525136049,7.315899549655691,7.2223891522386525,7.192929726673287,7.477537888050698,7.478769629496792,7.4941798308728655,6.4123584717961215,7.3825620975881225,7.403970560543991,8.019779367656488,8.123345691480262,7.354713590052031,7.378139523815911,7.43670161579557,7.345022261641289,8.093216323960368,8.058091178360588,7.513960690103497,7.484471216996871,7.2263313139529375,7.257222447746454,7.522100499254349,7.5507025586979575,7.336611589375908,7.34951115126979,7.328347015519456,7.343366064266659
O95715,5.158097705190691,5.105147011384671,5.482613636996743,4.603538425989865,5.201019228773641,4.830597571777945,4.6612987747755055,4.90240479881961,5.3565056070226555,5.094378090836964,4.949220643059558,5.217672387652025,4.87030606453219,5.118873693247674,5.183214381857864,4.744448460499727,5.227132811274924,5.11738119825371,4.833227240784735,4.838158023988559,5.082365661929247,4.883520210287489,4.837254088710984,5.899395969343996,5.86957303603145,5.307026643725696,5.309858717528893,5.329543520399691,5.192862201729133,5.329660668625812,4.971836718894022,4.756705627877399,5.0425382297000105,5.190012958473162,5.25925452563904,5.219395217252675,5.260487659191689,5.219582021261313,5.399111717796797,4.9729783944617925,5.153339098224071,5.068592737165139,4.926940997206709,5.2079374175039455,4.991602297629304
O95998,7.454706101993114,7.443453760935205,7.304189243219037,7.373481610512477,7.359647110067044,7.5057246364992505,7.291679932577644,7.345823428085666,7.416349842475224,7.400071649881687,7.392970322060035,7.448650345106911,7.314379927756536,7.402363904217766,7.425789805003628,7.372174722665881,7.463998569541928,7.41656619706088,7.366097467957474,7.370735323703496,7.367340415646631,7.381268078715779,7.384555723153201,7.3823512900403365,7.525492109520035,7.421564405484796,7.421397250244431,7.485606790611776,7.282337701443934,7.439779141239712,7.418956863890914,7.427944843272349,7.44191307365676,7.524520315405303,7.580660767619323,7.436751027569311,7.42850594852562,7.4392161774953385,7.461092632909442,7.364561905823619,7.3826630678099425,7.453141637949238,7.315775991163533,7.364236445779254,7.307093130136198
P00450,8.682176688709488,8.693711631487757,8.762875522666642,8.787857989154242,8.821065363201772,8.74185113614248,8.85230979771789,8.852204238702964,8.567224480061597,8.808975009450506,8.85835490199918,8.601860195067477,8.655855537141809,8.682850655797104,8.715997274347359,8.851826233857272,8.751164584670317,8.610011188261733,8.803341555374503,8.730693696263685,8.724848798259542,8.851835292783248,8.844035613691117,8.415926036574085,8.39263858902368,8.676716211709287,8.596584887198157,9.369928457133327,9.274077476704653,8.742624658054156,8.749879833140028,8.652573286336551,8.603102259436028,9.177568046729016,9.313674849025826,8.719762510800312,8.709643923668878,8.737090470812213,8.654821273766181,8.860686238331345,8.84115449951105,8.75968396830532,8.782160962489304,8.760486376585037,8.811392125966897
